Time,State
2025-05-18 11:37:03,0
2025-05-18 11:38:01,1
2025-05-18 11:39:03,0
2025-05-18 11:40:02,1
2025-05-18 11:41:05,0
2025-05-18 11:42:01,1
2025-05-18 11:43:03,0
2025-05-18 11:44:01,1
2025-05-18 11:45:03,0
2025-05-18 11:56:02,1
2025-05-18 11:57:03,0
2025-05-18 11:58:01,1
2025-05-18 11:59:03,0
2025-05-18 12:00:02,1
2025-05-18 12:01:03,0
2025-05-18 12:02:01,1
2025-05-18 12:03:02,0
2025-05-18 12:04:01,1
2025-05-18 12:31:03,0
2025-05-18 15:32:05,1
2025-05-18 15:33:08,0
2025-05-18 15:34:07,1
2025-05-18 15:35:06,0
2025-05-18 15:36:02,1
2025-05-18 15:37:04,0
2025-05-18 15:38:05,1
2025-05-18 15:39:11,0
2025-05-18 15:40:08,1
2025-05-18 15:41:15,0
2025-05-18 15:42:05,1
2025-05-18 15:43:03,0
2025-05-18 15:44:02,1
2025-05-18 19:45:04,0
2025-05-18 19:47:04,1
2025-05-18 19:48:05,0
2025-05-19 09:10:02,1
2025-05-19 09:33:03,0
2025-05-19 09:34:02,1
2025-05-19 09:35:03,0
2025-05-19 09:36:02,1
2025-05-19 09:37:04,0
2025-05-19 09:38:02,1
2025-05-19 09:39:03,0
2025-05-19 09:40:02,1
2025-05-19 09:43:25,0
2025-05-19 09:44:01,1
2025-05-19 09:45:03,0
2025-05-19 09:54:02,1
2025-05-19 09:55:07,0
2025-05-19 09:56:06,1
2025-05-19 09:57:03,0
2025-05-19 09:59:10,1
2025-05-19 10:00:12,0
2025-05-19 10:01:03,1
2025-05-19 10:02:24,0
2025-05-19 10:06:02,1
2025-05-19 10:07:07,0
2025-05-19 10:08:06,1
2025-05-19 10:14:13,0
2025-05-19 10:20:07,1
2025-05-19 10:22:06,0
2025-05-19 10:23:02,1
2025-05-19 10:27:09,0
2025-05-19 10:28:07,1
2025-05-19 10:29:08,0
2025-05-19 10:44:01,1
2025-05-19 10:45:04,0
2025-05-19 10:49:01,1
2025-05-19 10:50:03,0
2025-05-19 10:51:02,1
2025-05-19 10:52:03,0
2025-05-19 14:32:01,1
2025-05-19 14:33:04,0
2025-05-19 14:40:02,1
2025-05-19 15:35:04,0
2025-05-19 15:40:03,1
2025-05-19 15:41:04,0
2025-05-19 15:51:02,1
2025-05-19 15:52:04,0
2025-05-19 15:56:02,1
2025-05-19 15:57:04,0
2025-05-19 16:09:03,1
2025-05-19 16:21:04,0
2025-05-19 16:22:02,1
2025-05-19 17:24:04,0
2025-05-19 17:26:02,1
2025-05-19 17:55:03,0
2025-05-19 17:58:02,1
2025-05-19 18:52:03,0
2025-05-19 18:53:02,1
2025-05-19 19:12:04,0
2025-05-20 09:24:02,1
2025-05-20 09:25:03,0
2025-05-20 09:26:02,1
2025-05-20 09:27:03,0
2025-05-20 09:28:01,1
2025-05-20 09:29:03,0
2025-05-20 09:35:02,1
2025-05-20 09:36:04,0
2025-05-20 09:37:02,1
2025-05-20 09:38:03,0
2025-05-20 09:39:02,1
2025-05-20 09:40:03,0
2025-05-20 09:41:01,1
2025-05-20 09:42:03,0
2025-05-20 09:44:50,1
2025-05-20 09:47:04,0
2025-05-20 09:50:32,1
2025-05-20 09:52:09,0
2025-05-20 09:53:03,1
2025-05-20 09:54:06,0
2025-05-20 10:16:02,1
2025-05-20 10:17:04,0
2025-05-20 10:18:02,1
2025-05-20 10:19:03,0
2025-05-20 10:20:02,1
2025-05-20 10:21:03,0
2025-05-20 10:22:02,1
2025-05-20 10:23:03,0
2025-05-20 10:24:02,1
2025-05-20 10:25:04,0
2025-05-20 12:56:02,1
2025-05-20 12:57:03,0
2025-05-20 13:38:02,1
2025-05-20 13:39:03,0
2025-05-20 13:40:02,1
2025-05-20 13:41:04,0
2025-05-20 13:42:02,1
2025-05-20 13:43:03,0
2025-05-20 13:44:03,1
2025-05-20 13:45:03,0
2025-05-20 13:46:01,1
2025-05-20 13:47:04,0
2025-05-20 13:48:02,1
2025-05-20 13:49:03,0
2025-05-20 13:50:02,1
2025-05-20 13:51:03,0
2025-05-20 13:52:02,1
2025-05-20 13:53:04,0
2025-05-20 13:54:02,1
2025-05-20 13:55:03,0
2025-05-20 13:56:02,1
2025-05-20 13:57:03,0
2025-05-20 13:58:02,1
2025-05-20 13:59:04,0
2025-05-20 14:00:02,1
2025-05-20 14:13:05,0
2025-05-20 14:14:02,1
2025-05-20 14:15:03,0
2025-05-20 14:16:02,1
2025-05-20 15:50:04,0
2025-05-20 15:50:51,1
2025-05-20 17:07:03,0
2025-05-20 17:14:02,1
2025-05-20 19:37:04,0
2025-05-20 19:40:02,1
2025-05-20 20:32:09,0
2025-05-21 12:25:01,1
2025-05-21 12:26:03,0
2025-05-21 12:52:02,1
2025-05-21 12:53:03,0
2025-05-21 12:54:02,1
2025-05-21 12:55:03,0
2025-05-21 12:59:02,1
2025-05-21 13:00:04,0
2025-05-21 13:21:02,1
2025-05-21 13:22:03,0
2025-05-21 13:27:02,1
2025-05-21 13:28:03,0
2025-05-21 13:29:02,1
2025-05-21 13:30:03,0
2025-05-21 13:31:01,1
2025-05-21 13:32:04,0
2025-05-21 13:33:02,1
2025-05-21 13:34:04,0
2025-05-21 13:35:02,1
2025-05-21 13:36:04,0
2025-05-21 13:37:02,1
2025-05-21 13:38:03,0
2025-05-21 13:39:02,1
2025-05-21 13:40:03,0
2025-05-21 13:41:02,1
2025-05-21 13:42:03,0
2025-05-21 13:43:02,1
2025-05-21 13:44:04,0
2025-05-21 13:45:02,1
2025-05-21 13:46:04,0
2025-05-21 13:47:01,1
2025-05-21 13:48:03,0
2025-05-21 13:49:02,1
2025-05-21 13:50:03,0
2025-05-21 13:51:02,1
2025-05-21 13:52:03,0
2025-05-21 13:53:02,1
2025-05-21 13:54:03,0
2025-05-21 13:55:02,1
2025-05-21 13:56:04,0
2025-05-21 13:57:02,1
2025-05-21 13:58:04,0
2025-05-21 13:59:02,1
2025-05-21 14:00:03,0
2025-05-21 14:01:02,1
2025-05-21 14:02:03,0
2025-05-21 14:05:02,1
2025-05-21 14:06:04,0
2025-05-21 14:07:02,1
2025-05-21 14:08:03,0
2025-05-21 14:09:02,1
2025-05-21 14:10:04,0
2025-05-21 14:11:02,1
2025-05-21 14:12:04,0
2025-05-21 14:13:02,1
2025-05-21 14:14:04,0
2025-05-21 14:15:02,1
2025-05-21 14:16:04,0
2025-05-21 14:17:02,1
2025-05-21 14:18:04,0
2025-05-21 14:19:01,1
2025-05-21 14:20:03,0
2025-05-21 14:21:02,1
2025-05-21 14:22:03,0
2025-05-21 14:23:01,1
2025-05-21 14:24:03,0
2025-05-21 14:25:02,1
2025-05-21 14:26:03,0
2025-05-21 14:27:02,1
2025-05-21 14:28:04,0
2025-05-21 14:29:01,1
2025-05-21 14:30:03,0
2025-05-21 14:31:03,1
2025-05-21 15:16:04,0
2025-05-21 15:16:24,1
2025-05-21 15:17:03,0
2025-05-21 15:18:02,1
2025-05-21 15:24:03,0
2025-05-21 15:24:37,1
2025-05-21 15:38:03,0
2025-05-21 15:39:02,1
2025-05-21 15:45:05,0
2025-05-21 15:46:03,1
2025-05-21 15:46:06,1
2025-05-21 16:08:03,0
2025-05-21 16:09:02,1
2025-05-21 16:10:03,0
2025-05-21 16:11:03,1
2025-05-21 16:12:04,0
2025-05-21 16:13:02,1
2025-05-21 17:21:04,0
2025-05-21 17:21:49,1
2025-05-21 17:52:04,0
2025-05-22 08:22:02,1
2025-05-22 08:30:03,0
2025-05-22 08:31:02,1
2025-05-22 08:37:03,0
2025-05-22 08:38:02,1
2025-05-22 08:39:04,0
2025-05-22 08:40:02,1
2025-05-22 08:51:03,0
2025-05-22 10:10:02,1
2025-05-22 11:03:03,0
2025-05-22 11:04:02,1
2025-05-22 11:05:03,0
2025-05-22 11:06:02,1
2025-05-22 11:07:03,0
2025-05-22 11:08:02,1
2025-05-22 11:09:03,0
2025-05-22 11:10:02,1
2025-05-22 11:11:04,0
2025-05-22 11:14:02,1
2025-05-22 11:15:03,0
2025-05-22 11:16:02,1
2025-05-22 11:17:03,0
2025-05-22 11:18:02,1
2025-05-22 11:19:04,0
2025-05-22 11:21:02,1
2025-05-22 11:24:03,0
2025-05-22 11:25:02,1
2025-05-22 11:26:03,0
2025-05-22 11:27:02,1
2025-05-22 11:42:03,0
2025-05-22 11:43:02,1
2025-05-22 11:46:03,0
2025-05-22 11:48:02,1
2025-05-22 11:53:04,0
2025-05-22 11:54:02,1
2025-05-22 11:55:03,0
2025-05-22 14:54:02,1
2025-05-22 15:08:03,0
2025-05-22 15:09:02,1
2025-05-22 15:10:03,0
2025-05-22 15:11:02,1
2025-05-22 15:52:03,0
2025-05-22 18:30:02,1
2025-05-22 20:13:03,0
2025-05-23 09:11:01,1
2025-05-23 09:12:03,0
2025-05-23 09:29:01,1
2025-05-23 09:30:03,0
2025-05-23 10:00:02,1
2025-05-23 10:01:02,0
2025-05-23 10:02:02,1
2025-05-23 10:03:03,0
2025-05-23 10:04:01,1
2025-05-23 10:05:03,0
2025-05-23 10:06:01,1
2025-05-23 10:13:03,0
2025-05-23 10:14:01,1
2025-05-23 10:15:03,0
2025-05-23 10:16:02,1
2025-05-23 10:17:03,0
2025-05-23 10:18:02,1
2025-05-23 10:19:03,0
2025-05-23 10:23:01,1
2025-05-23 10:24:03,0
2025-05-23 10:25:01,1
2025-05-23 10:26:03,0
2025-05-23 10:27:01,1
2025-05-23 10:32:03,0
2025-05-23 10:33:02,1
2025-05-23 10:35:03,0
2025-05-23 10:36:01,1
2025-05-23 10:37:03,0
2025-05-23 10:43:01,1
2025-05-23 10:44:02,0
2025-05-23 10:49:01,1
2025-05-23 10:50:03,0
2025-05-23 10:51:01,1
2025-05-23 10:53:03,0
2025-05-23 10:55:01,1
2025-05-23 10:56:03,0
2025-05-23 10:59:01,1
2025-05-23 11:03:03,0
2025-05-23 11:04:02,1
2025-05-23 11:05:04,0
2025-05-23 11:07:01,1
2025-05-23 11:08:03,0
2025-05-23 11:11:03,1
2025-05-23 11:12:03,0
2025-05-23 11:16:02,1
2025-05-23 11:17:03,0
2025-05-23 11:21:02,1
2025-05-23 11:22:03,0
2025-05-23 11:23:02,1
2025-05-23 11:24:03,0
2025-05-23 11:55:01,1
2025-05-23 11:56:03,0
2025-05-23 12:11:02,1
2025-05-23 12:12:03,0
2025-05-23 12:16:01,1
2025-05-23 12:17:03,0
2025-05-23 12:19:01,1
2025-05-23 12:20:03,0
2025-05-23 12:22:01,1
2025-05-23 12:23:03,0
2025-05-23 12:24:02,1
2025-05-23 12:25:03,0
2025-05-23 12:26:01,1
2025-05-23 12:27:03,0
2025-05-23 12:29:01,1
2025-05-23 12:30:03,0
2025-05-23 12:34:01,1
2025-05-23 12:35:03,0
2025-05-23 12:36:02,1
2025-05-23 12:37:02,0
2025-05-23 12:38:01,1
2025-05-23 12:39:03,0
2025-05-23 13:46:01,1
2025-05-23 13:47:03,0
2025-05-23 14:08:01,1
2025-05-23 14:09:03,0
2025-05-23 14:10:02,1
2025-05-23 14:11:03,0
2025-05-23 14:14:01,1
2025-05-23 14:15:03,0
2025-05-23 14:16:02,1
2025-05-23 14:17:03,0
2025-05-23 14:18:02,1
2025-05-23 14:19:03,0
2025-05-23 14:20:01,1
2025-05-23 14:21:03,0
2025-05-23 14:24:02,1
2025-05-23 14:25:03,0
2025-05-23 14:53:02,1
2025-05-23 14:54:03,0
2025-05-23 15:20:01,1
2025-05-23 15:21:03,0
2025-05-23 15:22:02,1
2025-05-23 15:23:03,0
2025-05-23 15:26:02,1
2025-05-23 15:27:03,0
2025-05-23 15:28:01,1
2025-05-23 15:29:03,0
2025-05-23 15:30:02,1
2025-05-23 15:31:02,0
2025-05-23 15:34:02,1
2025-05-23 15:35:03,0
2025-05-23 15:40:02,1
2025-05-23 15:41:03,0
2025-05-23 15:42:02,1
2025-05-23 15:43:03,0
2025-05-23 15:44:01,1
2025-05-23 15:45:03,0
2025-05-23 15:46:02,1
2025-05-23 15:47:03,0
2025-05-23 15:48:02,1
2025-05-23 15:49:03,0
2025-05-23 15:50:02,1
2025-05-23 15:51:03,0
2025-05-23 15:52:02,1
2025-05-23 15:53:03,0
2025-05-23 15:54:01,1
2025-05-23 15:55:03,0
2025-05-23 15:56:02,1
2025-05-23 15:57:03,0
2025-05-23 15:58:01,1
2025-05-23 15:59:03,0
2025-05-23 16:00:01,1
2025-05-23 16:01:03,0
2025-05-23 16:02:02,1
2025-05-23 16:04:04,0
2025-05-23 16:05:01,1
2025-05-23 16:06:03,0
2025-05-23 16:07:02,1
2025-05-23 16:08:03,0
2025-05-23 16:09:02,1
2025-05-23 16:10:03,0
2025-05-23 16:11:01,1
2025-05-23 16:12:03,0
2025-05-23 16:13:02,1
2025-05-23 16:14:03,0
2025-05-23 16:15:01,1
2025-05-23 16:19:04,0
2025-05-23 16:20:02,1
2025-05-23 16:21:03,0
2025-05-23 16:22:01,1
2025-05-23 16:23:03,0
2025-05-23 16:24:02,1
2025-05-23 16:25:03,0
2025-05-23 16:26:01,1
2025-05-23 16:27:03,0
2025-05-23 16:28:01,1
2025-05-23 16:29:03,0
2025-05-23 16:30:02,1
2025-05-23 16:31:03,0
2025-05-23 16:32:02,1
2025-05-23 16:33:03,0
2025-05-23 16:34:02,1
2025-05-23 16:35:03,0
2025-05-23 16:36:02,1
2025-05-23 16:37:03,0
2025-05-23 16:38:02,1
2025-05-23 16:39:03,0
2025-05-23 16:40:02,1
2025-05-23 16:41:03,0
2025-05-23 16:42:01,1
2025-05-23 16:47:03,0
2025-05-23 16:48:02,1
2025-05-23 17:25:04,0
2025-05-23 17:26:02,1
2025-05-23 17:27:03,0
2025-05-23 17:28:02,1
2025-05-23 17:57:03,0
2025-05-23 18:21:02,1
2025-05-23 20:02:03,0
